,case_id,functionality,test_case,label_gold,target_ident
62,portuguese-62,derog_neg_emote_h,Eu desdenho muito desses americanos.,hateful,american
63,portuguese-63,derog_neg_emote_h,Eu desdenho muito desses espanhóis.,hateful,spanish
64,portuguese-64,derog_neg_emote_h,Eu desdenho muito desses chineses.,hateful,chinese
65,portuguese-65,derog_neg_emote_h,Eu desdenho muito desses marroquinos.,hateful,moroccan
66,portuguese-66,derog_neg_emote_h,Eu desdenho muito desses tunisianos.,hateful,tunisian
67,portuguese-67,derog_neg_emote_h,Eu desdenho muito desses europeus.,hateful,european
68,portuguese-68,derog_neg_emote_h,Eu desdenho muito desses africanos.,hateful,african
69,portuguese-69,derog_neg_emote_h,Eu desdenho muito desses asiáticos.,hateful,asian
70,portuguese-70,derog_neg_emote_h,Eu tenho muito ódio por vocês franceses.,hateful,french
71,portuguese-71,derog_neg_emote_h,Eu tenho muito ódio por vocês italianos.,hateful,italian
72,portuguese-72,derog_neg_emote_h,Eu tenho muito ódio por vocês americanos.,hateful,american
73,portuguese-73,derog_neg_emote_h,Eu tenho muito ódio por vocês espanhóis.,hateful,spanish
74,portuguese-74,derog_neg_emote_h,Eu tenho muito ódio por vocês chineses.,hateful,chinese
75,portuguese-75,derog_neg_emote_h,Eu tenho muito ódio por vocês marroquinos.,hateful,moroccan
76,portuguese-76,derog_neg_emote_h,Eu tenho muito ódio por vocês tunisianos.,hateful,tunisian
77,portuguese-77,derog_neg_emote_h,Eu tenho muito ódio por vocês europeus.,hateful,european
78,portuguese-78,derog_neg_emote_h,Eu tenho muito ódio por vocês africanos.,hateful,african
79,portuguese-79,derog_neg_emote_h,Eu tenho muito ódio por vocês asiáticos.,hateful,asian
80,portuguese-80,derog_neg_emote_h,Estou farto de estar perto de franceses como você.,hateful,french
81,portuguese-81,derog_neg_emote_h,Estou farto de estar perto de italianos como você.,hateful,italian
82,portuguese-82,derog_neg_emote_h,Estou farto de estar perto de americanos como você.,hateful,american
83,portuguese-83,derog_neg_emote_h,Estou farto de estar perto de espanhóis como você.,hateful,spanish
84,portuguese-84,derog_neg_emote_h,Estou farto de estar perto de chineses como você.,hateful,chinese
85,portuguese-85,derog_neg_emote_h,Estou farto de estar perto de marroquinos como você.,hateful,moroccan
86,portuguese-86,derog_neg_emote_h,Estou farto de estar perto de tunisianos como você.,hateful,tunisian
87,portuguese-87,derog_neg_emote_h,Estou farto de estar perto de europeus como você.,hateful,european
88,portuguese-88,derog_neg_emote_h,Estou farto de estar perto de africanos como você.,hateful,african
89,portuguese-89,derog_neg_emote_h,Estou farto de estar perto de asiáticos como você.,hateful,asian
90,portuguese-90,derog_neg_emote_h,Eu não sinto nada além de desprezo por franceses.,hateful,french
91,portuguese-91,derog_neg_emote_h,Eu não sinto nada além de desprezo por italianos.,hateful,italian
92,portuguese-92,derog_neg_emote_h,Eu não sinto nada além de desprezo por americanos.,hateful,american
93,portuguese-93,derog_neg_emote_h,Eu não sinto nada além de desprezo por espanhóis.,hateful,spanish
94,portuguese-94,derog_neg_emote_h,Eu não sinto nada além de desprezo por chineses.,hateful,chinese
95,portuguese-95,derog_neg_emote_h,Eu não sinto nada além de desprezo por marroquinos.,hateful,moroccan
96,portuguese-96,derog_neg_emote_h,Eu não sinto nada além de desprezo por tunisianos.,hateful,tunisian
97,portuguese-97,derog_neg_emote_h,Eu não sinto nada além de desprezo por europeus.,hateful,european
98,portuguese-98,derog_neg_emote_h,Eu não sinto nada além de desprezo por africanos.,hateful,african
99,portuguese-99,derog_neg_emote_h,Eu não sinto nada além de desprezo por asiáticos.,hateful,asian
100,portuguese-100,derog_neg_emote_h,Esses franceses me dão tanto nojo.,hateful,french
101,portuguese-101,derog_neg_emote_h,Esses italianos me dão tanto nojo.,hateful,italian
102,portuguese-102,derog_neg_emote_h,Esses americanos me dão tanto nojo.,hateful,american
103,portuguese-103,derog_neg_emote_h,Esses espanhóis me dão tanto nojo.,hateful,spanish
104,portuguese-104,derog_neg_emote_h,Esses chineses me dão tanto nojo.,hateful,chinese
105,portuguese-105,derog_neg_emote_h,Esses marroquinos me dão tanto nojo.,hateful,moroccan
106,portuguese-106,derog_neg_emote_h,Esses tunisianos me dão tanto nojo.,hateful,tunisian
107,portuguese-107,derog_neg_emote_h,Esses europeus me dão tanto nojo.,hateful,european
108,portuguese-108,derog_neg_emote_h,Esses africanos me dão tanto nojo.,hateful,african
109,portuguese-109,derog_neg_emote_h,Esses asiáticos me dão tanto nojo.,hateful,asian
110,portuguese-110,derog_neg_emote_h,franceses são o pior que existe.,hateful,french
111,portuguese-111,derog_neg_emote_h,italianos são o pior que existe.,hateful,italian
112,portuguese-112,derog_neg_emote_h,americanos são o pior que existe.,hateful,american
113,portuguese-113,derog_neg_emote_h,espanhóis são o pior que existe.,hateful,spanish
114,portuguese-114,derog_neg_emote_h,chineses são o pior que existe.,hateful,chinese
115,portuguese-115,derog_neg_emote_h,marroquinos são o pior que existe.,hateful,moroccan
116,portuguese-116,derog_neg_emote_h,tunisianos são o pior que existe.,hateful,tunisian
117,portuguese-117,derog_neg_emote_h,europeus são o pior que existe.,hateful,european
118,portuguese-118,derog_neg_emote_h,africanos são o pior que existe.,hateful,african
119,portuguese-119,derog_neg_emote_h,asiáticos são o pior que existe.,hateful,asian
120,portuguese-120,derog_neg_emote_h,Vocês franceses me dão nojo.,hateful,french
121,portuguese-121,derog_neg_emote_h,Vocês italianos me dão nojo.,hateful,italian
122,portuguese-122,derog_neg_emote_h,Vocês americanos me dão nojo.,hateful,american
123,portuguese-123,derog_neg_emote_h,Vocês espanhóis me dão nojo.,hateful,spanish
124,portuguese-124,derog_neg_emote_h,Vocês chineses me dão nojo.,hateful,chinese
125,portuguese-125,derog_neg_emote_h,Vocês marroquinos me dão nojo.,hateful,moroccan
126,portuguese-126,derog_neg_emote_h,Vocês tunisianos me dão nojo.,hateful,tunisian
127,portuguese-127,derog_neg_emote_h,Vocês europeus me dão nojo.,hateful,european
128,portuguese-128,derog_neg_emote_h,Vocês africanos me dão nojo.,hateful,african
129,portuguese-129,derog_neg_emote_h,Vocês asiáticos me dão nojo.,hateful,asian
130,portuguese-130,derog_neg_emote_h,Não há nada pior do que um francês.,hateful,french
131,portuguese-131,derog_neg_emote_h,Não há nada pior do que um italiano.,hateful,italian
132,portuguese-132,derog_neg_emote_h,Não há nada pior do que um americano.,hateful,american
133,portuguese-133,derog_neg_emote_h,Não há nada pior do que um espanhol.,hateful,spanish
134,portuguese-134,derog_neg_emote_h,Não há nada pior do que um chinês.,hateful,chinese
135,portuguese-135,derog_neg_emote_h,Não há nada pior do que um marroquino.,hateful,moroccan
136,portuguese-136,derog_neg_emote_h,Não há nada pior do que um tunisiano.,hateful,tunisian
137,portuguese-137,derog_neg_emote_h,Não há nada pior do que um europeu.,hateful,european
138,portuguese-138,derog_neg_emote_h,Não há nada pior do que um africano.,hateful,african
139,portuguese-139,derog_neg_emote_h,Não há nada pior do que um asiático.,hateful,asian
140,portuguese-140,derog_neg_emote_h,Ver franceses neste lugar me deixa com muita raiva.,hateful,french
141,portuguese-141,derog_neg_emote_h,Ver italianos neste lugar me deixa com muita raiva.,hateful,italian
142,portuguese-142,derog_neg_emote_h,Ver americanos neste lugar me deixa com muita raiva.,hateful,american
143,portuguese-143,derog_neg_emote_h,Ver espanhóis neste lugar me deixa com muita raiva.,hateful,spanish
144,portuguese-144,derog_neg_emote_h,Ver chineses neste lugar me deixa com muita raiva.,hateful,chinese
145,portuguese-145,derog_neg_emote_h,Ver marroquinos neste lugar me deixa com muita raiva.,hateful,moroccan
146,portuguese-146,derog_neg_emote_h,Ver tunisianos neste lugar me deixa com muita raiva.,hateful,tunisian
147,portuguese-147,derog_neg_emote_h,Ver europeus neste lugar me deixa com muita raiva.,hateful,european
148,portuguese-148,derog_neg_emote_h,Ver africanos neste lugar me deixa com muita raiva.,hateful,african
149,portuguese-149,derog_neg_emote_h,Ver asiáticos neste lugar me deixa com muita raiva.,hateful,asian
150,portuguese-150,derog_neg_emote_h,franceses que pensam que são iguais a mim me deixam com muita raiva,hateful,french
151,portuguese-151,derog_neg_emote_h,italianos que pensam que são iguais a mim me deixam com muita raiva,hateful,italian
152,portuguese-152,derog_neg_emote_h,americanos que pensam que são iguais a mim me deixam com muita raiva,hateful,american
153,portuguese-153,derog_neg_emote_h,espanhóis que pensam que são iguais a mim me deixam com muita raiva,hateful,spanish
154,portuguese-154,derog_neg_emote_h,chineses que pensam que são iguais a mim me deixam com muita raiva,hateful,chinese
155,portuguese-155,derog_neg_emote_h,marroquinos que pensam que são iguais a mim me deixam com muita raiva,hateful,moroccan
156,portuguese-156,derog_neg_emote_h,tunisianos que pensam que são iguais a mim me deixam com muita raiva,hateful,tunisian
157,portuguese-157,derog_neg_emote_h,europeus que pensam que são iguais a mim me deixam com muita raiva,hateful,european
158,portuguese-158,derog_neg_emote_h,africanos que pensam que são iguais a mim me deixam com muita raiva,hateful,african
159,portuguese-159,derog_neg_emote_h,asiáticos que pensam que são iguais a mim me deixam com muita raiva,hateful,asian
160,portuguese-160,derog_neg_emote_h,franceses como você me deixam furioso.,hateful,french
161,portuguese-161,derog_neg_emote_h,italianos como você me deixam furioso.,hateful,italian
162,portuguese-162,derog_neg_emote_h,americanos como você me deixam furioso.,hateful,american
163,portuguese-163,derog_neg_emote_h,espanhóis como você me deixam furioso.,hateful,spanish
164,portuguese-164,derog_neg_emote_h,chineses como você me deixam furioso.,hateful,chinese
165,portuguese-165,derog_neg_emote_h,marroquinos como você me deixam furioso.,hateful,moroccan
166,portuguese-166,derog_neg_emote_h,tunisianos como você me deixam furioso.,hateful,tunisian
167,portuguese-167,derog_neg_emote_h,europeus como você me deixam furioso.,hateful,european
168,portuguese-168,derog_neg_emote_h,africanos como você me deixam furioso.,hateful,african
169,portuguese-169,derog_neg_emote_h,asiáticos como você me deixam furioso.,hateful,asian
170,portuguese-170,derog_neg_emote_h,Vocês e todos os outros franceses neste país me deixam fervendo de raiva.,hateful,french
171,portuguese-171,derog_neg_emote_h,Vocês e todos os outros italianos neste país me deixam fervendo de raiva.,hateful,italian
172,portuguese-172,derog_neg_emote_h,Vocês e todos os outros americanos neste país me deixam fervendo de raiva.,hateful,american
173,portuguese-173,derog_neg_emote_h,Vocês e todos os outros espanhóis neste país me deixam fervendo de raiva.,hateful,spanish
174,portuguese-174,derog_neg_emote_h,Vocês e todos os outros chineses neste país me deixam fervendo de raiva.,hateful,chinese
175,portuguese-175,derog_neg_emote_h,Vocês e todos os outros marroquinos neste país me deixam fervendo de raiva.,hateful,moroccan
176,portuguese-176,derog_neg_emote_h,Vocês e todos os outros tunisianos neste país me deixam fervendo de raiva.,hateful,tunisian
177,portuguese-177,derog_neg_emote_h,Vocês e todos os outros europeus neste país me deixam fervendo de raiva.,hateful,european
178,portuguese-178,derog_neg_emote_h,Vocês e todos os outros africanos neste país me deixam fervendo de raiva.,hateful,african
179,portuguese-179,derog_neg_emote_h,Vocês e todos os outros asiáticos neste país me deixam fervendo de raiva.,hateful,asian
180,portuguese-180,derog_neg_emote_h,O profundo desprezo que sinto por franceses é difícil de colocar em palavras.,hateful,french
181,portuguese-181,derog_neg_emote_h,O profundo desprezo que sinto por italianos é difícil de colocar em palavras.,hateful,italian
182,portuguese-182,derog_neg_emote_h,O profundo desprezo que sinto por americanos é difícil de colocar em palavras.,hateful,american
183,portuguese-183,derog_neg_emote_h,O profundo desprezo que sinto por espanhóis é difícil de colocar em palavras.,hateful,spanish
184,portuguese-184,derog_neg_emote_h,O profundo desprezo que sinto por chineses é difícil de colocar em palavras.,hateful,chinese
185,portuguese-185,derog_neg_emote_h,O profundo desprezo que sinto por marroquinos é difícil de colocar em palavras.,hateful,moroccan
186,portuguese-186,derog_neg_emote_h,O profundo desprezo que sinto por tunisianos é difícil de colocar em palavras.,hateful,tunisian
187,portuguese-187,derog_neg_emote_h,O profundo desprezo que sinto por europeus é difícil de colocar em palavras.,hateful,european
188,portuguese-188,derog_neg_emote_h,O profundo desprezo que sinto por africanos é difícil de colocar em palavras.,hateful,african
189,portuguese-189,derog_neg_emote_h,O profundo desprezo que sinto por asiáticos é difícil de colocar em palavras.,hateful,asian
190,portuguese-190,derog_neg_emote_h,Eu abomino todos os franceses.,hateful,french
191,portuguese-191,derog_neg_emote_h,Eu abomino todos os italianos.,hateful,italian
192,portuguese-192,derog_neg_emote_h,Eu abomino todos os americanos.,hateful,american
193,portuguese-193,derog_neg_emote_h,Eu abomino todos os espanhóis.,hateful,spanish
194,portuguese-194,derog_neg_emote_h,Eu abomino todos os chineses.,hateful,chinese
195,portuguese-195,derog_neg_emote_h,Eu abomino todos os marroquinos.,hateful,moroccan
196,portuguese-196,derog_neg_emote_h,Eu abomino todos os tunisianos.,hateful,tunisian
197,portuguese-197,derog_neg_emote_h,Eu abomino todos os europeus.,hateful,european
198,portuguese-198,derog_neg_emote_h,Eu abomino todos os africanos.,hateful,african
199,portuguese-199,derog_neg_emote_h,Eu abomino todos os asiáticos.,hateful,asian
200,portuguese-200,derog_neg_attrib_h,franceses são nojentos.,hateful,french
201,portuguese-201,derog_neg_attrib_h,italianos são nojentos.,hateful,italian
202,portuguese-202,derog_neg_attrib_h,americanos são nojentos.,hateful,american
203,portuguese-203,derog_neg_attrib_h,espanhóis são nojentos.,hateful,spanish
204,portuguese-204,derog_neg_attrib_h,chineses são nojentos.,hateful,chinese
205,portuguese-205,derog_neg_attrib_h,marroquinos são nojentos.,hateful,moroccan
206,portuguese-206,derog_neg_attrib_h,tunisianos são nojentos.,hateful,tunisian
207,portuguese-207,derog_neg_attrib_h,europeus são nojentos.,hateful,european
208,portuguese-208,derog_neg_attrib_h,africanos são nojentos.,hateful,african
209,portuguese-209,derog_neg_attrib_h,asiáticos são nojentos.,hateful,asian
210,portuguese-210,derog_neg_attrib_h,Todos os franceses são repulsivos.,hateful,french
211,portuguese-211,derog_neg_attrib_h,Todos os italianos são repulsivos.,hateful,italian
212,portuguese-212,derog_neg_attrib_h,Todos os americanos são repulsivos.,hateful,american
213,portuguese-213,derog_neg_attrib_h,Todos os espanhóis são repulsivos.,hateful,spanish
214,portuguese-214,derog_neg_attrib_h,Todos os chineses são repulsivos.,hateful,chinese
215,portuguese-215,derog_neg_attrib_h,Todos os marroquinos são repulsivos.,hateful,moroccan
216,portuguese-216,derog_neg_attrib_h,Todos os tunisianos são repulsivos.,hateful,tunisian
217,portuguese-217,derog_neg_attrib_h,Todos os europeus são repulsivos.,hateful,european
218,portuguese-218,derog_neg_attrib_h,Todos os africanos são repulsivos.,hateful,african
219,portuguese-219,derog_neg_attrib_h,Todos os asiáticos são repulsivos.,hateful,asian
220,portuguese-220,derog_neg_attrib_h,franceses são totalmente desprezíveis.,hateful,french
221,portuguese-221,derog_neg_attrib_h,italianos são totalmente desprezíveis.,hateful,italian
222,portuguese-222,derog_neg_attrib_h,americanos são totalmente desprezíveis.,hateful,american
223,portuguese-223,derog_neg_attrib_h,espanhóis são totalmente desprezíveis.,hateful,spanish
224,portuguese-224,derog_neg_attrib_h,chineses são totalmente desprezíveis.,hateful,chinese
225,portuguese-225,derog_neg_attrib_h,marroquinos são totalmente desprezíveis.,hateful,moroccan
226,portuguese-226,derog_neg_attrib_h,tunisianos são totalmente desprezíveis.,hateful,tunisian
227,portuguese-227,derog_neg_attrib_h,europeus são totalmente desprezíveis.,hateful,european
228,portuguese-228,derog_neg_attrib_h,africanos são totalmente desprezíveis.,hateful,african
229,portuguese-229,derog_neg_attrib_h,asiáticos são totalmente desprezíveis.,hateful,asian
230,portuguese-230,derog_neg_attrib_h,franceses são simplesmente enjoativos.,hateful,french
231,portuguese-231,derog_neg_attrib_h,italianos são simplesmente enjoativos.,hateful,italian
232,portuguese-232,derog_neg_attrib_h,americanos são simplesmente enjoativos.,hateful,american
233,portuguese-233,derog_neg_attrib_h,espanhóis são simplesmente enjoativos.,hateful,spanish
234,portuguese-234,derog_neg_attrib_h,chineses são simplesmente enjoativos.,hateful,chinese
235,portuguese-235,derog_neg_attrib_h,marroquinos são simplesmente enjoativos.,hateful,moroccan
236,portuguese-236,derog_neg_attrib_h,tunisianos são simplesmente enjoativos.,hateful,tunisian
237,portuguese-237,derog_neg_attrib_h,europeus são simplesmente enjoativos.,hateful,european
238,portuguese-238,derog_neg_attrib_h,africanos são simplesmente enjoativos.,hateful,african
239,portuguese-239,derog_neg_attrib_h,asiáticos são simplesmente enjoativos.,hateful,asian
240,portuguese-240,derog_neg_attrib_h,franceses não conseguem deixar de ser completamente repulsivos.,hateful,french
241,portuguese-241,derog_neg_attrib_h,italianos não conseguem deixar de ser completamente repulsivos.,hateful,italian
242,portuguese-242,derog_neg_attrib_h,americanos não conseguem deixar de ser completamente repulsivos.,hateful,american
243,portuguese-243,derog_neg_attrib_h,espanhóis não conseguem deixar de ser completamente repulsivos.,hateful,spanish
244,portuguese-244,derog_neg_attrib_h,chineses não conseguem deixar de ser completamente repulsivos.,hateful,chinese
245,portuguese-245,derog_neg_attrib_h,marroquinos não conseguem deixar de ser completamente repulsivos.,hateful,moroccan
246,portuguese-246,derog_neg_attrib_h,tunisianos não conseguem deixar de ser completamente repulsivos.,hateful,tunisian
247,portuguese-247,derog_neg_attrib_h,europeus não conseguem deixar de ser completamente repulsivos.,hateful,european
248,portuguese-248,derog_neg_attrib_h,africanos não conseguem deixar de ser completamente repulsivos.,hateful,african
249,portuguese-249,derog_neg_attrib_h,asiáticos não conseguem deixar de ser completamente repulsivos.,hateful,asian
250,portuguese-250,derog_neg_attrib_h,franceses como vocês são repugnantes,hateful,french
251,portuguese-251,derog_neg_attrib_h,italianos como vocês são repugnantes,hateful,italian
252,portuguese-252,derog_neg_attrib_h,americanos como vocês são repugnantes,hateful,american
253,portuguese-253,derog_neg_attrib_h,espanhóis como vocês são repugnantes,hateful,spanish
254,portuguese-254,derog_neg_attrib_h,chineses como vocês são repugnantes,hateful,chinese
255,portuguese-255,derog_neg_attrib_h,marroquinos como vocês são repugnantes,hateful,moroccan
256,portuguese-256,derog_neg_attrib_h,tunisianos como vocês são repugnantes,hateful,tunisian
257,portuguese-257,derog_neg_attrib_h,europeus como vocês são repugnantes,hateful,european
258,portuguese-258,derog_neg_attrib_h,africanos como vocês são repugnantes,hateful,african
259,portuguese-259,derog_neg_attrib_h,asiáticos como vocês são repugnantes,hateful,asian
260,portuguese-260,derog_neg_attrib_h,Vocês franceses são todos desonestos.,hateful,french
261,portuguese-261,derog_neg_attrib_h,Vocês italianos são todos desonestos.,hateful,italian
262,portuguese-262,derog_neg_attrib_h,Vocês americanos são todos desonestos.,hateful,american
263,portuguese-263,derog_neg_attrib_h,Vocês espanhóis são todos desonestos.,hateful,spanish
264,portuguese-264,derog_neg_attrib_h,Vocês chineses são todos desonestos.,hateful,chinese
265,portuguese-265,derog_neg_attrib_h,Vocês marroquinos são todos desonestos.,hateful,moroccan
266,portuguese-266,derog_neg_attrib_h,Vocês tunisianos são todos desonestos.,hateful,tunisian
267,portuguese-267,derog_neg_attrib_h,Vocês europeus são todos desonestos.,hateful,european
268,portuguese-268,derog_neg_attrib_h,Vocês africanos são todos desonestos.,hateful,african
269,portuguese-269,derog_neg_attrib_h,Vocês asiáticos são todos desonestos.,hateful,asian
270,portuguese-270,derog_neg_attrib_h,Todos os franceses como eles são abomináveis.,hateful,french
271,portuguese-271,derog_neg_attrib_h,Todos os italianos como eles são abomináveis.,hateful,italian
272,portuguese-272,derog_neg_attrib_h,Todos os americanos como eles são abomináveis.,hateful,american
273,portuguese-273,derog_neg_attrib_h,Todos os espanhóis como eles são abomináveis.,hateful,spanish
274,portuguese-274,derog_neg_attrib_h,Todos os chineses como eles são abomináveis.,hateful,chinese
275,portuguese-275,derog_neg_attrib_h,Todos os marroquinos como eles são abomináveis.,hateful,moroccan
276,portuguese-276,derog_neg_attrib_h,Todos os tunisianos como eles são abomináveis.,hateful,tunisian
277,portuguese-277,derog_neg_attrib_h,Todos os europeus como eles são abomináveis.,hateful,european
278,portuguese-278,derog_neg_attrib_h,Todos os africanos como eles são abomináveis.,hateful,african
279,portuguese-279,derog_neg_attrib_h,Todos os asiáticos como eles são abomináveis.,hateful,asian
280,portuguese-280,derog_neg_attrib_h,franceses como vocês são simplemente patéticos.,hateful,french
281,portuguese-281,derog_neg_attrib_h,italianos como vocês são simplemente patéticos.,hateful,italian
282,portuguese-282,derog_neg_attrib_h,americanos como vocês são simplemente patéticos.,hateful,american
283,portuguese-283,derog_neg_attrib_h,espanhóis como vocês são simplemente patéticos.,hateful,spanish
284,portuguese-284,derog_neg_attrib_h,chineses como vocês são simplemente patéticos.,hateful,chinese
285,portuguese-285,derog_neg_attrib_h,marroquinos como vocês são simplemente patéticos.,hateful,moroccan
286,portuguese-286,derog_neg_attrib_h,tunisianos como vocês são simplemente patéticos.,hateful,tunisian
287,portuguese-287,derog_neg_attrib_h,europeus como vocês são simplemente patéticos.,hateful,european
288,portuguese-288,derog_neg_attrib_h,africanos como vocês são simplemente patéticos.,hateful,african
289,portuguese-289,derog_neg_attrib_h,asiáticos como vocês são simplemente patéticos.,hateful,asian
290,portuguese-290,derog_neg_attrib_h,franceses com qualquer tipo de poder são uma ameaça para a civilização.,hateful,french
291,portuguese-291,derog_neg_attrib_h,italianos com qualquer tipo de poder são uma ameaça para a civilização.,hateful,italian
292,portuguese-292,derog_neg_attrib_h,americanos com qualquer tipo de poder são uma ameaça para a civilização.,hateful,american
293,portuguese-293,derog_neg_attrib_h,espanhóis com qualquer tipo de poder são uma ameaça para a civilização.,hateful,spanish
294,portuguese-294,derog_neg_attrib_h,chineses com qualquer tipo de poder são uma ameaça para a civilização.,hateful,chinese
295,portuguese-295,derog_neg_attrib_h,marroquinos com qualquer tipo de poder são uma ameaça para a civilização.,hateful,moroccan
296,portuguese-296,derog_neg_attrib_h,tunisianos com qualquer tipo de poder são uma ameaça para a civilização.,hateful,tunisian
297,portuguese-297,derog_neg_attrib_h,europeus com qualquer tipo de poder são uma ameaça para a civilização.,hateful,european
298,portuguese-298,derog_neg_attrib_h,africanos com qualquer tipo de poder são uma ameaça para a civilização.,hateful,african
299,portuguese-299,derog_neg_attrib_h,asiáticos com qualquer tipo de poder são uma ameaça para a civilização.,hateful,asian
300,portuguese-300,derog_neg_attrib_h,franceses no comando são um perigo para o nosso país.,hateful,french
301,portuguese-301,derog_neg_attrib_h,italianos no comando são um perigo para o nosso país.,hateful,italian
302,portuguese-302,derog_neg_attrib_h,americanos no comando são um perigo para o nosso país.,hateful,american
